Time_0h,Time_0.5h,Time_1h,Time_2h,Time_4h,Time_6h,Time_8h,Time_12h
0.012532844758075774,1.2402765597086023,1.9835465213376107,2.745792369085607,3.131708430141585,3.1764076555268645,3.160702330071375,3.2297680216212767
0.01641207823968666,1.25926128728742,1.9943729348118333,2.7811101982166804,3.1195691495644784,3.176434551358866,3.176324477846574,3.2209096002408177
0.011093142076367428,1.2893782219035974,2.057554484458897,2.7336936278913946,3.123359764416403,3.167591827262869,3.183681552084878,3.2160703810494344
0.0,1.243977710460472,1.9830292787176085,2.7472308180248883,3.088911291533947,3.124722764204967,3.169186677846948,3.1483297143077493
0.0,1.2416654273188596,1.9606392001700081,2.759224746787698,3.1294809267286188,3.1544304063051563,3.1498680169642514,3.1573851188979076
0.008813762840631683,1.2408263611144081,2.0186627746992905,2.753751645626072,3.0732346657449976,3.1020732519852094,3.197853505070356,3.237096903589777
0.0009369535177625565,1.184617503661073,2.011701019572757,2.7282483759227323,3.1294150765601265,3.150838766449693,3.2210350012375484,3.199598269676761
0.009129788727227871,1.2716022584995081,1.981709380613627,2.7827166629918807,3.124081015821651,3.1843826503752415,3.206811778227813,3.176146421581502
0.03235875656905248,1.1976701438849386,2.019619261458831,2.690722643045398,3.095007518983112,3.179949476352014,3.211652712487869,3.165344628385802
0.0,1.217632880386233,2.0425821653009937,2.769520034812345,3.1162756632505664,3.2061573733682502,3.19222949446873,3.225482242478804
0.024484157668476884,1.2498825532779978,1.967826620635036,2.7409774156701268,3.0933695824350687,3.1972972854127937,3.1730765790065436,3.198207364891952
0.0,1.2156525991514875,1.9670350635049043,2.732225188768138,3.092774406386355,3.1569485479476356,3.2262975930618416,3.1728912758952883
0.0,1.2588026443584115,2.008900704387496,2.688303650266469,3.0921422929744318,3.1802126854815067,3.215327430290291,3.1585151314280635
0.0,1.278143411675871,2.0045372855318058,2.8125775585888646,3.1726963489080204,3.1746163320931027,3.1511980142342932,3.2230487880883727
0.0,1.253286847818036,2.004302456913251,2.692126809516827,3.1495115369727342,3.2069255170147595,3.213280956414383,3.189771123240841
0.0,1.2389142708039074,1.981947534877818,2.727578433789709,3.1140938323455063,3.1509496341843706,3.1833250186509217,3.2003058217140348
0.008083354846639529,1.2583777736688857,2.0054648719436665,2.731089080718739,3.147376835654454,3.20743967790275,3.209238283473214,3.2065281741139904
0.0,1.2441086851797107,2.0048238236482296,2.7314826613903356,3.128737554359262,3.205703175508493,3.181936717601599,3.2246671883564977
0.005084934002855731,1.2572053072353293,2.0102908507409083,2.750772813371339,3.103450684080558,3.1525246388202914,3.1805667731685787,3.1735364309523346
0.016676136388120176,1.2450287432370934,2.0385377935778264,2.7357439718502277,3.1061597444776674,3.181753223932657,3.1918826393742155,3.203702783234033
0.022957594735945972,1.2491488860437454,2.060979160414908,2.7297883459066057,3.11574665403489,3.1496839743993683,3.1655414039064658,3.145577016205993
0.0,1.2857367711155547,2.0183878199358123,2.740140038955763,3.0982492854770474,3.1623448440549886,3.179706868203512,3.2145417186277356
0.0,1.248838650771429,2.025302218012961,2.7152920642566833,3.1447364784875997,3.1725185981895576,3.1732353462198204,3.190785951377821
0.01567917001242084,1.2480463569031872,1.990132194429871,2.7019232206431902,3.0913017631794193,3.1657347630983854,3.1686322626352186,3.2108446416295044
0.0,1.2381895304041217,2.0207196731684673,2.7005453364299963,3.11460025556799,3.196931473129822,3.2074461588406025,3.2218555225308116
0.01510775286219321,1.2469491495135676,1.9867589643022148,2.7548271139674974,3.149116514711023,3.17655826459881,3.201045540190751,3.188119622021723
0.04417437152787004,1.2564239081981707,1.98931739025748,2.762983897887917,3.114994455254236,3.218118038921213,3.204586565749469,3.209130085842079
0.0,1.235205916375101,2.0106487005764326,2.7365706557210014,3.116985208714094,3.1570190880775226,3.1459302085472713,3.2129787184655814
0.030291333680314808,1.238029877552088,2.0183303484567148,2.753367010427101,3.083144669221598,3.142598919150881,3.1732583216128876,3.206492666162909
0.0,1.2092973690499218,1.9859853716654317,2.7717197207592577,3.090253811986464,3.2029371761728003,3.207116502989451,3.187509719413146
0.03986567098363298,1.2459416435092805,2.0302449863137313,2.7478583273429926,3.126552501021861,3.1545818278907296,3.162947014368248,3.199575543421876
0.0,1.2814185526920443,1.9720690256543747,2.750850371077496,3.11548895710014,3.1816068419726005,3.2008856383574606,3.2185866799133427
0.016381204148803626,1.2515141054090242,1.992257526277116,2.734999000449127,3.114306390937431,3.181276705238929,3.1726422855934073,3.1998286786083074
0.0,1.2596577119849357,2.0020576388074827,2.68716403915419,3.129813791534126,3.214870321097718,3.1958526014878923,3.165992065933208
